Bug ID,Component,Severity,Priority,OS,Assignee
591398,General,normal,P1,All,azaaza
592469,Developer Tools,normal,P3,All,mihai.sucan
592743,Developer Tools,normal,P2,All,mratcliffe
594741,Developer Tools,normal,P3,All,mihai.sucan
595223,Developer Tools,normal,P1,All,mihai.sucan
596560,General,normal,P5,Windows XP,nobody
597460,Developer Tools,blocker,P1,All,mihai.sucan
598357,Developer Tools,normal,P1,All,mihai.sucan
598519,Developer Tools,trivial,P3,Windows XP,pwalton
599725,Developer Tools,normal,P2,All,mihai.sucan
600095,Developer Tools,normal,P3,All,bugzilla
601179,Developer Tools,blocker,P1,All,pwalton
601183,Developer Tools,normal,P1,All,jwalker
601196,Developer Tools,normal,P1,Mac OS X,pwalton
601667,Developer Tools,normal,P1,All,pwalton
602006,General,normal,P1,All,mihai.sucan
602024,Developer Tools,normal,P3,All,mihai.sucan
602572,Developer Tools,normal,P1,All,mihai.sucan
603005,Developer Tools,normal,P1,All,pwalton
603625,Developer Tools,normal,P1,All,mihai.sucan
603750,Developer Tools,normal,P2,All,mihai.sucan
604618,Developer Tools,normal,P2,All,nobody
605351,Developer Tools,normal,P3,All,mihai.sucan
605621,Developer Tools,normal,P1,All,pwalton
606055,Developer Tools,normal,P1,All,pwalton
606498,Developer Tools,normal,P1,All,mihai.sucan
607900,General,trivial,P4,OpenSolaris,ginnchen+exoracle
609372,Developer Tools,normal,P1,All,rcampbell
609890,Developer Tools,normal,P1,All,mihai.sucan
611032,Developer Tools,normal,P1,All,mihai.sucan
611440,Developer Tools,normal,P2,All,pwalton
611549,Developer Tools,normal,P1,All,ehsan
611600,Developer Tools,trivial,P1,Windows 7,nobody
611789,Developer Tools,normal,P1,All,mihai.sucan
611795,Developer Tools,normal,P2,All,rcampbell
611851,Developer Tools,normal,P2,All,pwalton
612252,Developer Tools: Console,normal,P2,All,nobody
612253,Developer Tools: Console,normal,P2,All,rcampbell
612300,Developer Tools,normal,P1,All,rcampbell
612405,Developer Tools,normal,P3,All,gavin.sharp
612658,Developer Tools,normal,P1,All,mihai.sucan
613280,Developer Tools,normal,P2,All,mihai.sucan
613364,Developer Tools,normal,P1,All,mihai.sucan
613642,Developer Tools,normal,P1,All,mihai.sucan
614350,Developer Tools,major,P1,All,rcampbell
614561,Developer Tools,normal,P1,Windows XP,rcampbell
614586,Developer Tools,normal,P3,All,past
614793,Developer Tools,minor,P1,All,mihai.sucan
615408,Developer Tools,normal,P2,All,nobody
618078,Developer Tools,normal,P1,All,mihai.sucan
618322,Developer Tools,normal,P1,Linux,mihai.sucan
618334,Developer Tools,normal,P1,Linux,pwalton
618344,Developer Tools,minor,P2,All,mihai.sucan
618889,Developer Tools,normal,P3,All,pwalton
619598,Developer Tools,normal,P3,All,mihai.sucan
619910,Developer Tools,normal,P2,All,jwalker
620875,Developer Tools,normal,P1,Mac OS X,mihai.sucan
621644,Developer Tools,normal,P2,All,mihai.sucan
622379,Session Restore,major,P2,All,morac99-firefox2
624727,Session Restore,normal,P2,All,ttaubert
625320,Menus,normal,P1,All,ttaubert
625778,Bookmarks & History,normal,P3,All,mak77
626484,Developer Tools,normal,P1,All,unusualtears
626607,Developer Tools,normal,P2,Windows 2000,rcampbell
626702,Developer Tools,normal,P2,Linux,nobody
626791,Toolbars and Customization,normal,P1,All,ttaubert
628019,Developer Tools: Console,normal,P3,All,mihai.sucan
628270,Session Restore,normal,P2,All,ttaubert
629607,Developer Tools: Console,normal,P3,All,amarchesini
630280,Build Config,normal,P2,All,coop
633221,Shell Integration,normal,P2,Linux,ttaubert
637311,Menus,minor,P4,Mac OS X,stefanh
638953,Developer Tools: Console,normal,P3,Mac OS X,nobody
640225,Developer Tools: Console,normal,P3,All,nobody
641903,Developer Tools,normal,P1,Mac OS X,jwalker
642241,Developer Tools: Console,normal,P2,All,nobody
643135,Developer Tools: Console,normal,P3,All,nobody
644413,Developer Tools: Scratchpad,normal,P2,All,anton
648045,General,normal,P1,All,bzbarsky
650760,Developer Tools: Scratchpad,normal,P3,All,johan.charlez
650794,Developer Tools,normal,P1,All,rcampbell
650804,Developer Tools: Inspector,normal,P3,All,scrapmachines
652297,Build Config,normal,P1,Windows Server 2003,bugzillamozillaorg_serge_20140323
652657,General,normal,P1,All,mh+mozilla
653119,Developer Tools,normal,P2,All,jwalker
653531,Developer Tools,normal,P2,All,past
653670,Location Bar,normal,P1,All,dao+bmo
653710,Developer Tools: Console,normal,P3,All,mihai.sucan
657595,Developer Tools: Graphic Commandline and Toolbar,normal,P3,All,jwalker
659059,Developer Tools,normal,P3,All,jwalker
659061,Developer Tools,normal,P2,All,jwalker
659257,Developer Tools: Graphic Commandline and Toolbar,normal,P3,All,nobody
659269,Developer Tools: Graphic Commandline and Toolbar,normal,P3,All,nobody
659686,Developer Tools: Console,normal,P2,All,jwalker
659775,Developer Tools: Console,major,P3,All,nobody
660765,Developer Tools: Console,normal,P3,All,jwalker
661172,Developer Tools: Console,normal,P2,All,nobody
661813,Developer Tools,normal,P2,Windows XP,dolske
663081,Developer Tools: Console,normal,P3,All,nobody
663778,Developer Tools: Inspector,normal,P2,All,mratcliffe
663831,Developer Tools,normal,P1,All,rcampbell
663833,Developer Tools,normal,P1,Linux,paul
664203,Developer Tools: Console,normal,P3,All,nobody
664207,Developer Tools: Graphic Commandline and Toolbar,normal,P3,All,nobody
664688,Developer Tools: Console,normal,P1,All,mihai.sucan
664693,Developer Tools: Console,normal,P1,All,jwalker
665907,Developer Tools,normal,P2,Linux,mihai.sucan
666650,Developer Tools,normal,P1,All,rcampbell
667577,General,normal,P1,All,mh+mozilla
668254,Developer Tools,major,P2,All,getify
669658,Developer Tools,normal,P1,Linux,past
669999,Developer Tools,normal,P3,All,nfitzgerald
670002,Developer Tools: Console,normal,P1,All,jaideepb
671350,Developer Tools,normal,P3,All,cedricv
671689,Developer Tools,normal,P1,Linux,paul
671837,Developer Tools: Console,normal,P2,All,nobody
672002,Developer Tools,normal,P1,All,rcampbell
672006,Developer Tools,normal,P1,All,paul
672743,Developer Tools,normal,P2,All,mratcliffe
672744,Developer Tools,normal,P3,All,mratcliffe
672746,Developer Tools,normal,P1,All,mratcliffe
672748,Developer Tools,normal,P1,All,mratcliffe
672902,Developer Tools,normal,P1,All,past
673148,Developer Tools: Console,normal,P1,All,mihai.sucan
674856,Developer Tools,normal,P2,All,mratcliffe
674871,Developer Tools,normal,P2,Mac OS X,past
675923,Developer Tools,normal,P2,All,jwalker
675927,Developer Tools,critical,P2,Mac OS X,thaddee.tyl
676253,Developer Tools,normal,P2,Mac OS X,paul
676260,Developer Tools,blocker,P1,All,dcamp
676586,Developer Tools: Debugger,normal,P3,All,past
676722,Developer Tools: Console,normal,P2,All,mihai.sucan
677372,Sync,normal,P1,All,eoger
678152,Developer Tools: Console,normal,P3,All,nobody
679088,Developer Tools,normal,P1,Mac OS X,nobody
679467,Developer Tools,normal,P2,Mac OS X,fayearthur
680111,Developer Tools,normal,P1,All,mratcliffe
680371,Developer Tools,normal,P3,All,mihai.sucan
680376,Developer Tools,normal,P3,All,mihai.sucan
680465,Developer Tools,normal,P2,All,nobody
681653,Developer Tools,normal,P1,Mac OS X,rcampbell
682033,Developer Tools: Console,normal,P2,All,nobody
683172,Developer Tools,normal,P3,All,mihai.sucan
683499,Developer Tools: Console,normal,P1,All,mratcliffe
683503,Developer Tools: Console,normal,P2,All,past
683506,Developer Tools,normal,P1,All,jwalker
683511,Developer Tools: Console,normal,P2,All,synodinos
683513,Developer Tools: Graphic Commandline and Toolbar,normal,P2,All,nobody
683672,Developer Tools,normal,P1,All,mratcliffe
683873,Developer Tools,normal,P2,All,paul
683954,Developer Tools: Inspector,normal,P2,All,paul
684096,Developer Tools: Console,normal,P3,All,mdibaiee
684445,Developer Tools,normal,P2,All,mihai.sucan
684546,Developer Tools,normal,P3,All,kennyheaton
685526,Developer Tools: Graphic Commandline and Toolbar,normal,P2,All,jwalker
685727,General,normal,P3,All,christian
685813,Developer Tools: Console,normal,P3,All,nobody
686937,Developer Tools: Console,normal,P3,Mac OS X,chstath
687093,Developer Tools: Debugger,normal,P2,All,past
687168,Developer Tools: Source Editor,normal,P3,All,nobody
687580,Developer Tools,normal,P2,All,nobody
687698,Developer Tools: Style Editor,normal,P2,All,cedricv
687702,Developer Tools,normal,P2,All,paul
687861,Developer Tools,normal,P2,All,nobody
687865,Developer Tools,normal,P2,All,nobody
688981,Developer Tools: Console,normal,P1,All,mihai.sucan
689535,Developer Tools: Console,normal,P4,All,nobody
689605,Developer Tools: Console,normal,P2,All,jwalker
689679,General,normal,P1,All,christian
689685,Developer Tools,normal,P2,All,jwalker
689759,Developer Tools,normal,P2,All,mratcliffe
689920,Developer Tools,normal,P2,All,vporof
689939,Developer Tools,normal,P2,Mac OS X,paul
689946,Developer Tools,normal,P2,All,rcampbell
690404,Developer Tools: Debugger,normal,P2,All,vporof
690419,Developer Tools: Debugger,normal,P2,All,past
690552,Developer Tools: Scratchpad,normal,P2,All,kennyheaton
690771,Developer Tools: Debugger,normal,P2,Mac OS X,past
691011,Developer Tools,normal,P3,All,jwalker
691306,Developer Tools,normal,P2,All,mratcliffe
691419,Developer Tools,normal,P2,All,leonard.camacho
691478,Developer Tools,normal,P2,All,mratcliffe
691884,Developer Tools: Inspector,normal,P2,All,johan.charlez
691978,Developer Tools,normal,P2,Mac OS X,dcamp
692409,Developer Tools: Debugger,normal,P2,All,rcampbell
692466,Developer Tools: Inspector,normal,P3,All,paul
692543,Developer Tools,normal,P1,All,mihai.sucan
692742,Developer Tools: Console,normal,P1,All,jwalker
692795,Developer Tools,normal,P3,Windows Vista,mihai.sucan
692829,Developer Tools: Console,normal,P2,All,rcampbell
693259,Developer Tools: Console,normal,P2,All,jwalker
693269,Developer Tools: Console,normal,P2,All,jwalker
693887,Developer Tools,normal,P1,All,dcamp
694019,Developer Tools: Inspector,normal,P2,Linux,bgrinstead
694534,Developer Tools: Console,normal,P3,All,nobody
694539,Developer Tools: Debugger,normal,P3,All,nfitzgerald
694767,Developer Tools,normal,P1,All,nobody
694932,Developer Tools,normal,P1,All,jwalker
694958,Developer Tools,normal,P3,Mac OS X,bwinton
695032,Developer Tools,normal,P2,Linux,mihai.sucan
695035,Developer Tools,normal,P2,Linux,mihai.sucan
695440,Developer Tools,normal,P1,All,rcampbell
696107,Developer Tools,normal,P2,Mac OS X,rcampbell
696139,Developer Tools,normal,P3,Mac OS X,paul
696166,Developer Tools,normal,P3,All,nobody
696180,Developer Tools,normal,P2,Mac OS X,dcamp
696181,Developer Tools,normal,P1,Mac OS X,dcamp
696182,Developer Tools,normal,P2,All,nobody
696288,Developer Tools,normal,P1,Windows 7,past
696755,Developer Tools,normal,P2,All,dcamp
697040,Developer Tools: Debugger,normal,P2,All,past
697043,Developer Tools: Console,normal,P2,Windows 7,jwalker
697109,Developer Tools,normal,P2,Mac OS X,rcampbell
697140,Developer Tools: Console,normal,P1,All,jwalker
697407,Developer Tools,normal,P1,All,mihai.sucan
697762,Developer Tools: Debugger,normal,P2,All,past
698762,Developer Tools,normal,P1,All,mratcliffe
699001,Developer Tools: Console,normal,P1,All,jwalker
699308,Developer Tools,normal,P1,All,mihai.sucan
699541,Developer Tools,normal,P1,All,mihai.sucan
699636,Developer Tools,normal,P1,Mac OS X,rcampbell
700036,Developer Tools: Inspector,normal,P1,All,dao+bmo
700044,Developer Tools,normal,P1,Mac OS X,nobody
700616,Developer Tools: Console,normal,P1,All,jwalker
700770,Developer Tools,major,P2,All,mratcliffe
700997,Build Config,normal,P3,All,mshal
701347,Developer Tools: Scratchpad,normal,P2,All,nobody
701664,Developer Tools: Console,normal,P1,All,jwalker
701711,Developer Tools: Console,normal,P2,All,jwalker
701712,Developer Tools: Console,normal,P1,All,jwalker
701762,Developer Tools,normal,P1,All,jwalker
702411,Developer Tools,normal,P2,All,dcamp
702621,Developer Tools: Console,normal,P1,All,jwalker
702642,Developer Tools,normal,P2,All,jwalker
703062,Developer Tools: Console,normal,P2,All,jwalker
703615,Developer Tools: Console,normal,P3,All,nobody
703643,Developer Tools: Inspector,normal,P2,All,mratcliffe
703692,Developer Tools,normal,P3,All,livathinos.spyros
703718,Developer Tools: Debugger,normal,P3,All,dcamp
703758,Developer Tools: Style Editor,normal,P2,Linux,nobody
704181,Developer Tools: Console,normal,P1,All,jwalker
704182,Developer Tools: Console,normal,P1,All,jwalker
704204,Developer Tools: Console,normal,P3,All,jfong
704223,Developer Tools: Inspector,normal,P2,Mac OS X,bwinton
704782,Developer Tools: Console,normal,P3,All,nobody
704918,Developer Tools: Console,normal,P2,All,jwalker
704919,Developer Tools: Console,normal,P3,All,nobody
705276,Developer Tools: Inspector,normal,P2,All,mratcliffe
705323,Developer Tools: Inspector,normal,P2,Windows 7,rcampbell
705707,Developer Tools: Inspector,normal,P2,All,mratcliffe
705921,Developer Tools: Console,normal,P2,All,mihai.sucan
706094,Developer Tools: Inspector,normal,P2,All,nobody
706230,Developer Tools: Console,normal,P2,All,jwalker
706478,Developer Tools,normal,P3,All,nobody
706506,Developer Tools: Debugger,normal,P2,All,past
706755,Developer Tools: Console,normal,P2,All,nobody
706886,Developer Tools: Inspector,normal,P2,All,mratcliffe
706983,Developer Tools: Graphic Commandline and Toolbar,normal,P3,All,nobody
707007,Developer Tools: Console,normal,P3,All,nobody
707008,Developer Tools: Console,normal,P4,All,nobody
707009,Developer Tools: Console,normal,P3,All,nobody
707131,Developer Tools: Console,normal,P4,All,jwalker
707302,Developer Tools: Debugger,normal,P2,All,vporof
707342,Developer Tools: Console,normal,P2,Windows XP,jwalker
707492,Developer Tools: Console,normal,P2,All,jwalker
707740,Developer Tools: Inspector,normal,P2,All,fayearthur
707809,Developer Tools: Inspector,normal,P1,All,dcamp
707891,Developer Tools: Style Editor,normal,P3,Windows 7,mratcliffe
707940,Developer Tools: Inspector,normal,P2,All,mratcliffe
707987,Developer Tools,normal,P2,All,mihai.sucan
709088,Developer Tools: Debugger,normal,P2,All,past
709223,Developer Tools,normal,P2,All,jwalker
709460,Developer Tools: Console,normal,P2,All,vporof
710159,Developer Tools: Console,normal,P3,All,mratcliffe
710258,Developer Tools: Debugger,normal,P1,All,vporof
710259,Migration,normal,P1,All,asaf
711125,Developer Tools: Debugger,normal,P2,All,past
711164,Developer Tools: Debugger,normal,P2,All,past
711368,Developer Tools: Console,normal,P2,All,jwalker
711487,Developer Tools: Source Editor,normal,P3,All,nobody
711846,Developer Tools: Console,normal,P2,All,mihai.sucan
712469,Developer Tools: Inspector,normal,P2,Mac OS X,fayearthur
712859,Developer Tools: Console,normal,P3,All,mgoodwin
712982,Developer Tools: Scratchpad,normal,P3,All,mihai.sucan
713359,Developer Tools: Style Editor,normal,P2,All,cedricv
713612,Developer Tools: Style Editor,normal,P2,All,cedricv
713676,Developer Tools: Inspector,normal,P2,All,paul
714832,Developer Tools,normal,P3,Linux,thaddee.tyl
715099,Migration,normal,P1,All,asaf
715501,Developer Tools: Console,normal,P2,All,jwalker
716397,Build Config,normal,P1,Linux,jon
716495,Developer Tools: Scratchpad,normal,P2,All,enzomatrix
716529,Developer Tools: Console,normal,P3,All,nobody
717228,Developer Tools: Console,normal,P4,All,nobody
717369,Developer Tools: Source Editor,normal,P3,All,scrapmachines
717373,Developer Tools,normal,P1,All,rcampbell
717425,Developer Tools: Console,normal,P2,All,jwalker
717491,Build Config,normal,P1,All,ewong
717596,Developer Tools: Console,normal,P2,All,nobody
717613,Developer Tools,normal,P3,Linux,mihai.sucan
717618,Developer Tools: Console,normal,P2,Linux,nobody
717622,Developer Tools: Console,normal,P2,Mac OS X,jwalker
717631,Developer Tools: Scratchpad,normal,P1,All,mihai.sucan
717749,Developer Tools: Debugger,normal,P3,All,shu
717757,Developer Tools: Console,normal,P3,Linux,nobody
717893,Developer Tools: Console,normal,P2,Linux,nobody
717916,Developer Tools: Inspector,normal,P1,All,paul
717922,Developer Tools: Inspector,normal,P3,All,paul
717972,Developer Tools: Console,normal,P2,All,nobody
718179,Developer Tools: Console,normal,P2,All,nobody
718250,Developer Tools: Inspector,normal,P2,All,mratcliffe
718324,Build Config,normal,P1,Linux,bugzillamozillaorg_serge_20140323
718431,Developer Tools: Console,normal,P2,All,jwalker
718816,Developer Tools,normal,P1,All,mihai.sucan
718857,Developer Tools: Console,normal,P1,All,nobody
719022,Developer Tools: Style Editor,normal,P2,Linux,paul
719028,Developer Tools,normal,P3,All,alex.lakatos.qa
719122,Developer Tools: Debugger,normal,P2,All,past
719127,Developer Tools: Debugger,normal,P2,All,dcamp
719292,Developer Tools: Console,normal,P2,All,jwalker
719293,Developer Tools: Console,normal,P2,All,nobody
719453,Developer Tools,normal,P3,All,prp.1111
719552,Developer Tools: Style Editor,normal,P1,All,cedricv
719845,Developer Tools: Inspector,normal,P3,All,nobody
720180,Developer Tools: Console,normal,P3,All,mihai.sucan
720431,Developer Tools: Style Editor,normal,P2,Mac OS X,cedricv
720641,Developer Tools: Console,normal,P1,All,jwalker
720644,Developer Tools: Console,normal,P2,All,jwalker
720689,Developer Tools: Console,normal,P3,All,nobody
720702,Developer Tools: Console,normal,P2,All,jwalker
720970,Developer Tools: Console,normal,P2,All,jwalker
720971,Developer Tools: Console,normal,P3,All,jwalker
720972,Developer Tools: Console,normal,P2,All,jwalker
720980,Developer Tools: Inspector,normal,P2,All,mratcliffe
721535,Build Config,major,P2,All,bugzillamozillaorg_serge_20140323
721729,Developer Tools: Console,normal,P2,All,jwalker
722079,Developer Tools: Inspector,normal,P1,All,murali.sr92
722196,Developer Tools: Inspector,major,P1,All,mratcliffe
722267,Developer Tools: Console,normal,P3,All,andrei.br92
722352,Search,normal,P1,All,MattN+bmo
722398,Developer Tools: Inspector,normal,P1,All,scrapmachines
722447,Developer Tools: Inspector,normal,P3,Mac OS X,nobody
722506,Developer Tools: Style Editor,normal,P3,All,jryans
722666,Developer Tools: Console,normal,P3,All,jwalker
722685,Developer Tools: Console,normal,P2,All,mihai.sucan
722691,Developer Tools: Inspector,normal,P2,Mac OS X,matthewjwein
722727,Developer Tools: Graphic Commandline and Toolbar,normal,P4,All,jwalker
722976,Developer Tools: Console,normal,P2,All,chrislord.net
723047,Developer Tools: Debugger,normal,P2,All,vporof
723048,Developer Tools: Debugger,trivial,P3,All,vporof
723059,Developer Tools: Debugger,normal,P2,All,paul
723062,Developer Tools: Debugger,normal,P3,All,vporof
723069,Developer Tools: Debugger,normal,P2,All,mihai.sucan
723071,Developer Tools: Debugger,normal,P2,All,vporof
723120,Developer Tools: Console,normal,P1,All,nobody
723147,Developer Tools: Console,normal,P3,All,nobody
723423,Developer Tools: Console,normal,P3,All,nobody
723563,Developer Tools: Debugger,normal,P2,All,past
723889,Developer Tools: Console,normal,P2,All,jwalker
723923,Developer Tools: Graphic Commandline and Toolbar,normal,P3,All,sykopomp
724055,Developer Tools: Console,normal,P1,All,jwalker
724224,Developer Tools: Console,normal,P2,All,mihai.sucan
724228,Developer Tools: Debugger,normal,P3,All,past
724509,Developer Tools: Inspector,normal,P2,All,paul
724819,Developer Tools: Console,normal,P1,All,jwalker
724832,Developer Tools: Debugger,normal,P1,All,past
724862,Developer Tools: Debugger,normal,P1,All,past
724962,Developer Tools: Source Editor,normal,P2,All,anton
725234,Developer Tools: Console,normal,P4,All,nobody
725235,Developer Tools: Debugger,normal,P2,All,vporof
725238,Developer Tools: Console,normal,P2,All,nobody
725239,Developer Tools: Console,normal,P1,All,nobody
725249,Developer Tools: Debugger,normal,P2,All,vporof
725360,Developer Tools: Debugger,normal,P2,All,past
725388,Developer Tools,normal,P2,All,livathinos.spyros
725392,Developer Tools: Source Editor,normal,P2,All,mihai.sucan
725586,Developer Tools: Source Editor,normal,P3,All,anton
725717,Developer Tools: Console,normal,P2,All,vporof
726249,Developer Tools: Debugger,normal,P1,Mac OS X,past
726291,Developer Tools: Console,normal,P3,All,nobody
726293,Developer Tools: Graphic Commandline and Toolbar,normal,P3,All,nobody
726422,Developer Tools: Console,normal,P2,All,nobody
726609,Developer Tools: Debugger,normal,P2,Windows 7,past
726986,Developer Tools: Console,normal,P2,All,jwalker
727127,Developer Tools: Console,normal,P1,All,nobody
727429,Developer Tools: Debugger,normal,P3,All,vporof
727535,Developer Tools: Console,normal,P1,All,nobody
727738,Developer Tools: Console,normal,P1,All,nobody
727867,Developer Tools: Inspector,normal,P2,All,mratcliffe
728065,Developer Tools: Console,normal,P2,All,nobody
728244,Developer Tools: Debugger,normal,P3,All,past
728538,Developer Tools: Console,major,P2,All,bugzillamozillaorg_serge_20140323
728606,Developer Tools: Debugger,normal,P2,All,past
728830,Developer Tools: Debugger,normal,P2,All,mihai.sucan
728833,Developer Tools,normal,P2,All,mratcliffe
728926,Developer Tools: Debugger,normal,P3,All,mihai.sucan
728999,Session Restore,normal,P3,All,bugzillamozillaorg_serge_20140323
729191,Developer Tools: Debugger,normal,P2,All,past
729225,Developer Tools: Debugger,normal,P3,Mac OS X,nobody
729281,Session Restore,trivial,P5,All,bugzillamozillaorg_serge_20140323
729514,Developer Tools: Console,normal,P3,All,jwalker
729539,Developer Tools: Inspector,normal,P2,All,mratcliffe
729576,Developer Tools: Debugger,normal,P2,All,past
730061,Developer Tools: Debugger,normal,P2,All,mihai.sucan
730337,Developer Tools: Console,normal,P2,All,nobody
730383,Developer Tools: Console,normal,P2,All,nobody
730599,Developer Tools: Console,normal,P2,All,nobody
730835,Developer Tools: Inspector,normal,P2,All,nobody
730898,Developer Tools: Scratchpad,trivial,P4,All,markcapella
731277,Developer Tools: Debugger,normal,P2,All,past
731311,Developer Tools: Netmonitor,normal,P3,All,fayearthur
731394,Developer Tools,normal,P1,All,mihai.sucan
731499,Developer Tools: Inspector,normal,P4,Mac OS X,nobody
731537,Developer Tools: Debugger,normal,P3,All,nobody
731555,Developer Tools: Console,normal,P3,All,nobody
731721,Developer Tools,normal,P1,All,mihai.sucan
731957,Developer Tools: Console,normal,P3,All,nobody
731972,Developer Tools: Console,normal,P2,All,jwalker
732451,Developer Tools: Debugger,normal,P2,All,rcampbell
732452,Developer Tools: Debugger,normal,P2,All,rcampbell
732553,Developer Tools: Debugger,normal,P3,All,poirot.alex
732777,Developer Tools: Console,normal,P2,All,nobody
732780,Developer Tools: Console,normal,P2,All,nobody
732793,Developer Tools: Console,normal,P3,All,nobody
732981,Developer Tools: Source Editor,normal,P3,All,nobody
733292,Developer Tools: Inspector,normal,P2,All,nobody
733612,Developer Tools: Inspector,normal,P1,All,fayearthur
733747,Developer Tools: Inspector,normal,P2,All,mratcliffe
733768,Developer Tools: Console,normal,P2,All,nobody
733783,Developer Tools: Console,normal,P2,All,vporof
733794,Developer Tools: Console,normal,P3,All,nobody
733880,Developer Tools: Inspector,normal,P2,Mac OS X,pbrosset
734031,Developer Tools: Console,normal,P2,All,nobody
734045,Developer Tools: Console,normal,P3,All,jwalker
734061,Developer Tools: Console,normal,P3,All,lie.r.min.g
734205,Developer Tools: Console,normal,P2,All,nobody
734259,Developer Tools: Inspector,normal,P2,All,mratcliffe
734314,Developer Tools: Debugger,major,P2,All,jgriffin
734365,Developer Tools: Inspector,normal,P2,All,dcamp
734386,Developer Tools: Console,normal,P3,All,nobody
734432,Developer Tools,normal,P2,All,mihai.sucan
734439,Developer Tools: Source Editor,normal,P3,All,anton
734641,Developer Tools: Debugger,normal,P2,All,mihai.sucan
734664,Developer Tools,major,P3,All,dcrewi
734666,Developer Tools: Style Editor,normal,P2,All,beberveiga
734911,Developer Tools: Debugger,normal,P2,All,past
735139,Page Info Window,minor,P4,All,bugzillamozillaorg_serge_20140323
735529,Developer Tools: Console,normal,P3,All,lie.r.min.g
735576,Developer Tools: Inspector,normal,P2,All,mratcliffe
735752,Developer Tools: Console,normal,P3,All,nobody
735810,Build Config,normal,P3,Windows XP,bugzillamozillaorg_serge_20140323
736000,Developer Tools: Debugger,trivial,P2,All,past
736017,Developer Tools: Console,normal,P3,All,nobody
736078,Developer Tools,normal,P3,All,mratcliffe
736829,Developer Tools: Console,normal,P3,All,nobody
736831,Developer Tools: Console,normal,P2,All,nobody
736835,Developer Tools: Console,normal,P3,All,nobody
736882,Developer Tools: Netmonitor,normal,P3,All,vkatsikaros
736918,Search,major,P2,All,dteller
737076,Developer Tools: Inspector,normal,P2,All,dcamp
737316,Developer Tools: Source Editor,normal,P3,All,nobody
737464,Developer Tools: Debugger,normal,P2,All,past
737798,Developer Tools: Debugger,normal,P3,All,nobody
737803,Developer Tools: Debugger,normal,P3,All,anton
737808,Developer Tools: Debugger,normal,P2,All,past
739947,Developer Tools,normal,P2,All,nobody
739995,Developer Tools: Debugger,normal,P1,Windows 7,past
740482,Developer Tools: Debugger,normal,P2,All,rcampbell
740543,Developer Tools: Inspector,normal,P2,Mac OS X,dcamp
740551,Developer Tools: Debugger,normal,P3,All,past
740603,Developer Tools: Inspector,normal,P1,Mac OS X,mratcliffe
740751,Developer Tools: Debugger,normal,P2,Linux,mihai.sucan
740767,Developer Tools: Console,normal,P2,All,nobody
740775,Developer Tools: Debugger,normal,P2,Mac OS X,mihai.sucan
740803,Developer Tools: Debugger,normal,P2,All,past
740805,Developer Tools: Debugger,normal,P2,All,past
740825,Developer Tools: Debugger,normal,P3,All,vporof
741322,Developer Tools: Debugger,normal,P1,All,vporof
741324,Developer Tools: Debugger,normal,P2,All,vporof
741325,Developer Tools: Debugger,normal,P2,All,vporof
741328,Developer Tools: Debugger,normal,P3,All,vporof
742672,Developer Tools: Console,normal,P2,All,jwalker
743126,Developer Tools: Debugger,normal,P3,All,nobody
744741,Developer Tools: Console,normal,P3,All,nobody
744906,Developer Tools: Console,normal,P1,All,nobody
744942,General,normal,P1,Windows XP,nobody
745119,Developer Tools: Console,normal,P4,All,markcapella
745172,Developer Tools: Console,normal,P3,All,jwalker
745773,Developer Tools: Console,normal,P1,All,nobody
745904,Developer Tools: Console,normal,P2,All,jwalker
745985,Developer Tools: Debugger,normal,P2,All,jimb
746499,Developer Tools: Console,normal,P1,All,jwalker
746553,Developer Tools: Debugger,normal,P3,Windows XP,nobody
746648,Developer Tools: Debugger,normal,P2,All,vporof
746871,Developer Tools: Console,normal,P2,All,nobody
748512,Developer Tools: Debugger,normal,P3,All,nobody
748684,Developer Tools: Console,normal,P2,All,jwalker
749278,Developer Tools: Debugger,normal,P3,All,thaddee.tyl
749399,Developer Tools,normal,P2,All,odvarko
749401,Developer Tools,normal,P2,All,odvarko
749404,Developer Tools,normal,P2,All,odvarko
750872,Developer Tools: Console,normal,P3,All,jwalker
751120,Developer Tools: Console,normal,P3,All,jwalker
751141,Developer Tools: Debugger,normal,P3,Windows XP,past
751188,Developer Tools: Debugger,normal,P3,Mac OS X,nobody
751226,Developer Tools: Debugger,normal,P3,All,past
751744,Developer Tools: Scratchpad,normal,P3,All,scrapmachines
751836,Developer Tools: Debugger,normal,P3,All,vporof
751904,Developer Tools,normal,P2,All,mratcliffe
751910,Developer Tools,normal,P1,All,shorlander
751949,Developer Tools: Debugger,normal,P2,All,past
752006,General,normal,P3,All,mihai.sucan
752770,Developer Tools: Debugger,normal,P2,All,past
752834,Developer Tools: Debugger,normal,P2,All,vporof
752860,Developer Tools: Debugger,normal,P3,Windows 7,nobody
752906,Developer Tools: Console,normal,P4,All,jwalker
753225,Developer Tools: Debugger,normal,P3,All,nobody
753301,Developer Tools: Debugger,normal,P3,All,nobody
753311,Developer Tools: Debugger,normal,P2,All,vporof
753313,Developer Tools: Debugger,normal,P2,All,vporof
753401,Developer Tools: Debugger,normal,P2,All,past
753651,Developer Tools: Debugger,normal,P3,All,vporof
753677,Developer Tools: Debugger,normal,P3,All,vporof
753707,Developer Tools: Debugger,normal,P3,Mac OS X,nobody
754251,Developer Tools: Debugger,normal,P2,Mac OS X,past
